0,perf,type
0.9933573367733985,auc,Original
0.9707317073170731,acc,Original
99.2248062015504,sens,Original
93.42105263157895,spec,Original
96.2406015037594,ppv,Original
98.61111111111111,npv,Original
0.9966497872422357,auc,Original
0.9707317073170731,acc,Original
97.74436090225564,sens,Original
95.83333333333334,spec,Original
97.74436090225564,ppv,Original
95.83333333333334,npv,Original
0.9959566397751121,auc,Original
0.9707317073170731,acc,Original
97.74436090225564,sens,Original
95.83333333333334,spec,Original
97.74436090225564,ppv,Original
95.83333333333334,npv,Original
0.9936846564106513,auc,Original
0.9609756097560975,acc,Original
98.44961240310077,sens,Original
92.10526315789474,spec,Original
95.48872180451127,ppv,Original
97.22222222222221,npv,Original
0.9966690413385447,auc,Original
0.9560975609756097,acc,Original
96.96969696969697,sens,Original
93.15068493150685,spec,Original
96.2406015037594,ppv,Original
94.44444444444444,npv,Original
0.9979398116949381,auc,Original
0.9707317073170731,acc,Original
99.2248062015504,sens,Original
93.42105263157895,spec,Original
96.2406015037594,ppv,Original
98.61111111111111,npv,Original
0.9964957544717639,auc,Original
0.975609756097561,acc,Original
99.23076923076923,sens,Original
94.66666666666667,spec,Original
96.99248120300751,ppv,Original
98.61111111111111,npv,Original
0.9932803203881625,auc,Original
0.975609756097561,acc,Original
100.0,sens,Original
93.5064935064935,spec,Original
96.2406015037594,ppv,Original
100.0,npv,Original
0.9947243776113368,auc,Original
0.9560975609756097,acc,Original
98.4375,sens,Original
90.9090909090909,spec,Original
94.73684210526315,ppv,Original
97.22222222222221,npv,Original
0.9959373856788031,auc,Original
0.975609756097561,acc,Original
98.48484848484848,sens,Original
95.8904109589041,spec,Original
97.74436090225564,ppv,Original
97.22222222222221,npv,Original
0.9911046075052468,auc,Original
0.9609756097560975,acc,Original
96.99248120300751,sens,Original
94.44444444444444,spec,Original
96.99248120300751,ppv,Original
94.44444444444444,npv,Original
0.9952634923079885,auc,Original
0.9658536585365853,acc,Original
97.72727272727273,sens,Original
94.52054794520548,spec,Original
96.99248120300751,ppv,Original
95.83333333333334,npv,Original
0.9966497872422357,auc,Original
0.975609756097561,acc,Original
99.23076923076923,sens,Original
94.66666666666667,spec,Original
96.99248120300751,ppv,Original
98.61111111111111,npv,Original
0.9913356566609547,auc,Original
0.9512195121951219,acc,Original
96.2406015037594,sens,Original
93.05555555555556,spec,Original
96.2406015037594,ppv,Original
93.05555555555556,npv,Original
0.9928182220767469,auc,Original
0.9609756097560975,acc,Original
97.70992366412213,sens,Original
93.24324324324324,spec,Original
96.2406015037594,ppv,Original
95.83333333333334,npv,Original
0.9999422377110729,auc,Original
0.9560975609756097,acc,Original
96.96969696969697,sens,Original
93.15068493150685,spec,Original
96.2406015037594,ppv,Original
94.44444444444444,npv,Original
0.9973814429019775,auc,Original
0.9707317073170731,acc,Original
98.47328244274809,sens,Original
94.5945945945946,spec,Original
96.99248120300751,ppv,Original
97.22222222222221,npv,Original
0.996341721701292,auc,Original
0.9707317073170731,acc,Original
99.2248062015504,sens,Original
93.42105263157895,spec,Original
96.2406015037594,ppv,Original
98.61111111111111,npv,Original
0.9969193445905616,auc,Original
0.9463414634146341,acc,Original
96.92307692307692,sens,Original
90.66666666666666,spec,Original
94.73684210526315,ppv,Original
94.44444444444444,npv,Original
0.9977665248281572,auc,Original
0.9853658536585366,acc,Original
98.50746268656717,sens,Original
98.59154929577466,spec,Original
99.24812030075188,ppv,Original
97.22222222222221,npv,Original
0.9912393861794097,auc,Original
0.9707317073170731,acc,Original
100.0,sens,Original
92.3076923076923,spec,Original
95.48872180451127,ppv,Original
100.0,npv,Original
0.9960914184492751,auc,Original
0.9658536585365853,acc,Original
97.01492537313433,sens,Original
95.77464788732394,spec,Original
97.74436090225564,ppv,Original
94.44444444444444,npv,Original
0.9930107630398368,auc,Original
0.9707317073170731,acc,Original
97.74436090225564,sens,Original
95.83333333333334,spec,Original
97.74436090225564,ppv,Original
95.83333333333334,npv,Original
0.9913164025646456,auc,Original
0.9463414634146341,acc,Original
96.21212121212122,sens,Original
91.78082191780823,spec,Original
95.48872180451127,ppv,Original
93.05555555555556,npv,Original
0.9951287136338256,auc,Original
0.9658536585365853,acc,Original
97.01492537313433,sens,Original
95.77464788732394,spec,Original
97.74436090225564,ppv,Original
94.44444444444444,npv,Original
0.996206943027129,auc,Original
0.9609756097560975,acc,Original
96.29629629629629,sens,Original
95.71428571428572,spec,Original
97.74436090225564,ppv,Original
93.05555555555556,npv,Original
0.9943970579740841,auc,Original
0.975609756097561,acc,Original
98.48484848484848,sens,Original
95.8904109589041,spec,Original
97.74436090225564,ppv,Original
97.22222222222221,npv,Original
0.9953405086932244,auc,Original
0.926829268292683,acc,Original
94.02985074626866,sens,Original
90.14084507042254,spec,Original
94.73684210526315,ppv,Original
88.88888888888889,npv,Original
0.9994031230144214,auc,Original
0.9853658536585366,acc,Original
100.0,sens,Original
96.0,spec,Original
97.74436090225564,ppv,Original
100.0,npv,Original
0.9958411151972582,auc,Original
0.9560975609756097,acc,Original
96.96969696969697,sens,Original
93.15068493150685,spec,Original
96.2406015037594,ppv,Original
94.44444444444444,npv,Original
0.9957640988120222,auc,Original
0.9658536585365853,acc,Original
97.72727272727273,sens,Original
94.52054794520548,spec,Original
96.99248120300751,ppv,Original
95.83333333333334,npv,Original
0.9946088530334829,auc,Original
0.9658536585365853,acc,Original
97.01492537313433,sens,Original
95.77464788732394,spec,Original
97.74436090225564,ppv,Original
94.44444444444444,npv,Original
0.9941082465294492,auc,Original
0.9463414634146341,acc,Original
97.65625,sens,Original
89.6103896103896,spec,Original
93.98496240601504,ppv,Original
95.83333333333334,npv,Original
0.9973236806130504,auc,Original
0.9804878048780488,acc,Original
98.49624060150376,sens,Original
97.22222222222221,spec,Original
98.49624060150376,ppv,Original
97.22222222222221,npv,Original
0.9913934189498816,auc,Original
0.9560975609756097,acc,Original
95.58823529411765,sens,Original
95.65217391304348,spec,Original
97.74436090225564,ppv,Original
91.66666666666666,npv,Original
0.9950324431522807,auc,Original
0.975609756097561,acc,Original
98.48484848484848,sens,Original
95.8904109589041,spec,Original
97.74436090225564,ppv,Original
97.22222222222221,npv,Original
0.9930492712324547,auc,Original
0.9658536585365853,acc,Original
99.21875,sens,Original
92.20779220779221,spec,Original
95.48872180451127,ppv,Original
98.61111111111111,npv,Original
0.9947051235150277,auc,Original
0.9463414634146341,acc,Original
96.21212121212122,sens,Original
91.78082191780823,spec,Original
95.48872180451127,ppv,Original
93.05555555555556,npv,Original
0.9923368696690221,auc,Original
0.9512195121951219,acc,Original
96.2406015037594,sens,Original
93.05555555555556,spec,Original
96.2406015037594,ppv,Original
93.05555555555556,npv,Original
0.9955908119452413,auc,Original
0.9658536585365853,acc,Original
99.21875,sens,Original
92.20779220779221,spec,Original
95.48872180451127,ppv,Original
98.61111111111111,npv,Original
0.9959951479677301,auc,Original
0.9804878048780488,acc,Original
99.23664122137404,sens,Original
95.94594594594594,spec,Original
97.74436090225564,ppv,Original
98.61111111111111,npv,Original
0.9912008779867917,auc,Original
0.9804878048780488,acc,Original
98.49624060150376,sens,Original
97.22222222222221,spec,Original
98.49624060150376,ppv,Original
97.22222222222221,npv,Original
0.9954752873673874,auc,Original
0.9609756097560975,acc,Original
98.44961240310077,sens,Original
92.10526315789474,spec,Original
95.48872180451127,ppv,Original
97.22222222222221,npv,Original
0.9951864759227526,auc,Original
0.975609756097561,acc,Original
97.05882352941177,sens,Original
98.55072463768117,spec,Original
99.24812030075188,ppv,Original
94.44444444444444,npv,Original
0.9897568207636175,auc,Original
0.9658536585365853,acc,Original
97.72727272727273,sens,Original
94.52054794520548,spec,Original
96.99248120300751,ppv,Original
95.83333333333334,npv,Original
0.9918170090686793,auc,Original
0.9707317073170731,acc,Original
97.03703703703704,sens,Original
97.14285714285714,spec,Original
98.49624060150376,ppv,Original
94.44444444444444,npv,Original
0.9946088530334828,auc,Original
0.975609756097561,acc,Original
100.0,sens,Original
93.5064935064935,spec,Original
96.2406015037594,ppv,Original
100.0,npv,Original
0.9942045170109941,auc,Original
0.9609756097560975,acc,Original
95.62043795620438,sens,Original
97.05882352941177,spec,Original
98.49624060150376,ppv,Original
91.66666666666666,npv,Original
0.9938964514700502,auc,Original
0.9609756097560975,acc,Original
96.99248120300751,sens,Original
94.44444444444444,spec,Original
96.99248120300751,ppv,Original
94.44444444444444,npv,Original
0.9927797138841289,auc,Original
0.9560975609756097,acc,Original
98.4375,sens,Original
90.9090909090909,spec,Original
94.73684210526315,ppv,Original
97.22222222222221,npv,Original
0.9954945414636965,auc,Original
0.9658536585365853,acc,Original
97.72727272727273,sens,Original
94.52054794520548,spec,Original
96.99248120300751,ppv,Original
95.83333333333334,npv,Original
0.9953020005006065,auc,Original
0.975609756097561,acc,Original
99.23076923076923,sens,Original
94.66666666666667,spec,Original
96.99248120300751,ppv,Original
98.61111111111111,npv,Original
0.992433140150567,auc,Original
0.975609756097561,acc,Original
99.23076923076923,sens,Original
94.66666666666667,spec,Original
96.99248120300751,ppv,Original
98.61111111111111,npv,Original
0.9909505747347748,auc,Original
0.9512195121951219,acc,Original
97.67441860465115,sens,Original
90.78947368421053,spec,Original
94.73684210526315,ppv,Original
95.83333333333334,npv,Original
0.9932995744844716,auc,Original
0.975609756097561,acc,Original
99.23076923076923,sens,Original
94.66666666666667,spec,Original
96.99248120300751,ppv,Original
98.61111111111111,npv,Original
0.9924138860542581,auc,Original
0.975609756097561,acc,Original
97.76119402985076,sens,Original
97.1830985915493,spec,Original
98.49624060150376,ppv,Original
95.83333333333334,npv,Original
0.9948784103818087,auc,Original
0.9853658536585366,acc,Original
98.50746268656717,sens,Original
98.59154929577466,spec,Original
99.24812030075188,ppv,Original
97.22222222222221,npv,Original
0.9921058205133142,auc,Original
0.9658536585365853,acc,Original
96.32352941176471,sens,Original
97.10144927536231,spec,Original
98.49624060150376,ppv,Original
93.05555555555556,npv,Original
0.992587172921039,auc,Original
0.9560975609756097,acc,Original
95.58823529411765,sens,Original
95.65217391304348,spec,Original
97.74436090225564,ppv,Original
91.66666666666666,npv,Original
0.9971503937462695,auc,Original
0.9658536585365853,acc,Original
99.21875,sens,Original
92.20779220779221,spec,Original
95.48872180451127,ppv,Original
98.61111111111111,npv,Original
0.9932033040029266,auc,Original
0.9707317073170731,acc,Original
96.35036496350365,sens,Original
98.52941176470588,spec,Original
99.24812030075188,ppv,Original
93.05555555555556,npv,Original
0.9893524847411287,auc,Original
0.9317073170731708,acc,Original
92.19858156028369,sens,Original
95.3125,spec,Original
97.74436090225564,ppv,Original
84.72222222222221,npv,Original
1.0,auc,Original
0.9512195121951219,acc,Original
98.4251968503937,sens,Original
89.74358974358975,spec,Original
93.98496240601504,ppv,Original
97.22222222222221,npv,Original
0.9994223771107302,auc,Original
0.9804878048780488,acc,Original
97.77777777777777,sens,Original
98.57142857142858,spec,Original
99.24812030075188,ppv,Original
95.83333333333334,npv,Original
0.990700271482758,auc,Original
0.9560975609756097,acc,Original
97.6923076923077,sens,Original
92.0,spec,Original
95.48872180451127,ppv,Original
95.83333333333334,npv,Original
0.9955137955600053,auc,Original
0.9658536585365853,acc,Original
100.0,sens,Original
91.13924050632912,spec,Original
94.73684210526315,ppv,Original
100.0,npv,Original
0.9938194350848144,auc,Original
0.9707317073170731,acc,Original
100.0,sens,Original
92.3076923076923,spec,Original
95.48872180451127,ppv,Original
100.0,npv,Original
0.990488476423359,auc,Original
0.9609756097560975,acc,Original
96.99248120300751,sens,Original
94.44444444444444,spec,Original
96.99248120300751,ppv,Original
94.44444444444444,npv,Original
0.996322467604983,auc,Original
0.9804878048780488,acc,Original
98.49624060150376,sens,Original
97.22222222222221,spec,Original
98.49624060150376,ppv,Original
97.22222222222221,npv,Original
0.9923176155727131,auc,Original
0.975609756097561,acc,Original
97.76119402985076,sens,Original
97.1830985915493,spec,Original
98.49624060150376,ppv,Original
95.83333333333334,npv,Original
0.9937424186995782,auc,Original
0.9658536585365853,acc,Original
98.46153846153847,sens,Original
93.33333333333333,spec,Original
96.2406015037594,ppv,Original
97.22222222222221,npv,Original
0.9919902959354603,auc,Original
0.9804878048780488,acc,Original
99.23664122137404,sens,Original
95.94594594594594,spec,Original
97.74436090225564,ppv,Original
98.61111111111111,npv,Original
0.9909505747347749,auc,Original
0.9707317073170731,acc,Original
99.2248062015504,sens,Original
93.42105263157895,spec,Original
96.2406015037594,ppv,Original
98.61111111111111,npv,Original
0.9949939349596627,auc,Original
0.9317073170731708,acc,Original
94.73684210526315,sens,Original
90.27777777777779,spec,Original
94.73684210526315,ppv,Original
90.27777777777779,npv,Original
0.9982863854284999,auc,Original
0.9560975609756097,acc,Original
96.26865671641791,sens,Original
94.36619718309859,spec,Original
96.99248120300751,ppv,Original
93.05555555555556,npv,Original
0.9937231646032693,auc,Original
0.9560975609756097,acc,Original
96.96969696969697,sens,Original
93.15068493150685,spec,Original
96.2406015037594,ppv,Original
94.44444444444444,npv,Original
0.996437992182837,auc,Original
0.9609756097560975,acc,Original
97.70992366412213,sens,Original
93.24324324324324,spec,Original
96.2406015037594,ppv,Original
95.83333333333334,npv,Original
0.9946858694187188,auc,Original
0.9804878048780488,acc,Original
99.23664122137404,sens,Original
95.94594594594594,spec,Original
97.74436090225564,ppv,Original
98.61111111111111,npv,Original
0.9918362631649883,auc,Original
0.9707317073170731,acc,Original
97.74436090225564,sens,Original
95.83333333333334,spec,Original
97.74436090225564,ppv,Original
95.83333333333334,npv,Original
0.9926834434025839,auc,Original
0.975609756097561,acc,Original
99.23076923076923,sens,Original
94.66666666666667,spec,Original
96.99248120300751,ppv,Original
98.61111111111111,npv,Original
0.9953405086932244,auc,Original
0.9853658536585366,acc,Original
99.24242424242425,sens,Original
97.26027397260275,spec,Original
98.49624060150376,ppv,Original
98.61111111111111,npv,Original
0.9951864759227526,auc,Original
0.9560975609756097,acc,Original
96.26865671641791,sens,Original
94.36619718309859,spec,Original
96.99248120300751,ppv,Original
93.05555555555556,npv,Original
0.9967653118200897,auc,Original
0.9365853658536586,acc,Original
92.85714285714286,sens,Original
95.38461538461539,spec,Original
97.74436090225564,ppv,Original
86.11111111111111,npv,Original
0.9952827464042975,auc,Original
0.975609756097561,acc,Original
100.0,sens,Original
93.5064935064935,spec,Original
96.2406015037594,ppv,Original
100.0,npv,Original
0.9936461482180334,auc,Original
0.975609756097561,acc,Original
98.48484848484848,sens,Original
95.8904109589041,spec,Original
97.74436090225564,ppv,Original
97.22222222222221,npv,Original
0.9934536072549435,auc,Original
0.9853658536585366,acc,Original
99.24242424242425,sens,Original
97.26027397260275,spec,Original
98.49624060150376,ppv,Original
98.61111111111111,npv,Original
0.9940889924331402,auc,Original
0.9609756097560975,acc,Original
100.0,sens,Original
90.0,spec,Original
93.98496240601504,ppv,Original
100.0,npv,Original
0.9910083370237017,auc,Original
0.9609756097560975,acc,Avatar
95.62043795620438,sens,Avatar
97.05882352941177,spec,Avatar
98.49624060150376,ppv,Avatar
91.66666666666666,npv,Avatar
0.9956797235023042,auc,Avatar
0.9658536585365853,acc,Avatar
97.6923076923077,sens,Avatar
94.66666666666667,spec,Avatar
96.94656488549617,ppv,Avatar
95.94594594594594,npv,Avatar
0.9998841519925857,auc,Avatar
0.9512195121951219,acc,Avatar
98.46153846153847,sens,Avatar
89.33333333333333,spec,Avatar
94.11764705882352,ppv,Avatar
97.10144927536231,npv,Avatar
0.9990570889765129,auc,Avatar
0.9658536585365853,acc,Avatar
98.46153846153847,sens,Avatar
93.33333333333333,spec,Avatar
96.2406015037594,ppv,Avatar
97.22222222222221,npv,Avatar
0.9934235791090629,auc,Avatar
0.975609756097561,acc,Avatar
97.03703703703704,sens,Avatar
98.57142857142858,spec,Avatar
99.24242424242425,ppv,Avatar
94.52054794520548,npv,Avatar
0.9978627953097021,auc,Avatar
0.975609756097561,acc,Avatar
97.08029197080292,sens,Avatar
98.52941176470588,spec,Avatar
99.25373134328358,ppv,Avatar
94.36619718309859,npv,Avatar
0.9970509948105168,auc,Avatar
0.9463414634146341,acc,Avatar
96.21212121212122,sens,Avatar
91.78082191780823,spec,Avatar
95.48872180451127,ppv,Avatar
93.05555555555556,npv,Avatar
0.9995583717357911,auc,Avatar
0.9658536585365853,acc,Avatar
96.32352941176471,sens,Avatar
97.10144927536231,spec,Avatar
98.49624060150376,ppv,Avatar
93.05555555555556,npv,Avatar
0.9991359447004607,auc,Avatar
0.9902439024390244,acc,Avatar
99.23664122137404,sens,Avatar
98.64864864864865,spec,Avatar
99.23664122137404,ppv,Avatar
98.64864864864865,npv,Avatar
0.9996621099783751,auc,Avatar
0.975609756097561,acc,Avatar
99.2248062015504,sens,Avatar
94.73684210526315,spec,Avatar
96.96969696969697,ppv,Avatar
98.63013698630137,npv,Avatar
0.9989313976548512,auc,Avatar
0.9707317073170731,acc,Avatar
96.29629629629629,sens,Avatar
98.57142857142858,spec,Avatar
99.23664122137404,ppv,Avatar
93.24324324324324,npv,Avatar
0.9979726598702503,auc,Avatar
0.975609756097561,acc,Avatar
98.48484848484848,sens,Avatar
95.8904109589041,spec,Avatar
97.74436090225564,ppv,Avatar
97.22222222222221,npv,Avatar
0.9979550691244239,auc,Avatar
0.9707317073170731,acc,Avatar
95.58823529411765,sens,Avatar
100.0,spec,Avatar
100.0,ppv,Avatar
92.0,npv,Avatar
0.9974828153741893,auc,Avatar
0.9804878048780488,acc,Avatar
99.21875,sens,Avatar
96.1038961038961,spec,Avatar
97.6923076923077,ppv,Avatar
98.66666666666667,npv,Avatar
0.9974634524155291,auc,Avatar
0.9707317073170731,acc,Avatar
99.23076923076923,sens,Avatar
93.33333333333333,spec,Avatar
96.26865671641791,ppv,Avatar
98.59154929577466,npv,Avatar
0.9999234024626109,auc,Avatar
0.9707317073170731,acc,Avatar
98.48484848484848,sens,Avatar
94.52054794520548,spec,Avatar
97.01492537313433,ppv,Avatar
97.1830985915493,npv,Avatar
0.9961988472070624,auc,Avatar
0.9707317073170731,acc,Avatar
96.2406015037594,sens,Avatar
98.61111111111111,spec,Avatar
99.2248062015504,ppv,Avatar
93.42105263157895,npv,Avatar
0.998718347056082,auc,Avatar
0.975609756097561,acc,Avatar
99.23664122137404,sens,Avatar
94.5945945945946,spec,Avatar
97.01492537313433,ppv,Avatar
98.59154929577466,npv,Avatar
0.9995882882365331,auc,Avatar
0.9707317073170731,acc,Avatar
97.01492537313433,sens,Avatar
97.1830985915493,spec,Avatar
98.48484848484848,ppv,Avatar
94.52054794520548,npv,Avatar
0.9992394631957949,auc,Avatar
0.9707317073170731,acc,Avatar
96.35036496350365,sens,Avatar
98.52941176470588,spec,Avatar
99.24812030075188,ppv,Avatar
93.05555555555556,npv,Avatar
0.9981854838709677,auc,Avatar
0.9853658536585366,acc,Avatar
97.77777777777777,sens,Avatar
100.0,spec,Avatar
100.0,ppv,Avatar
95.8904109589041,npv,Avatar
0.9976124920576852,auc,Avatar
0.9707317073170731,acc,Avatar
98.44961240310077,sens,Avatar
94.73684210526315,spec,Avatar
96.94656488549617,ppv,Avatar
97.2972972972973,npv,Avatar
0.9955108897126969,auc,Avatar
0.975609756097561,acc,Avatar
96.35036496350365,sens,Avatar
100.0,spec,Avatar
100.0,ppv,Avatar
93.15068493150685,npv,Avatar
0.9970059880239521,auc,Avatar
0.9609756097560975,acc,Avatar
95.68345323741008,sens,Avatar
96.96969696969697,spec,Avatar
98.51851851851852,ppv,Avatar
91.42857142857143,npv,Avatar
0.9964476699770817,auc,Avatar
0.9707317073170731,acc,Avatar
96.32352941176471,sens,Avatar
98.55072463768117,spec,Avatar
99.24242424242425,ppv,Avatar
93.15068493150685,npv,Avatar
0.9974680863353678,auc,Avatar
0.9804878048780488,acc,Avatar
100.0,sens,Avatar
94.66666666666667,spec,Avatar
97.01492537313433,ppv,Avatar
100.0,npv,Avatar
0.9990425307826354,auc,Avatar
0.9658536585365853,acc,Avatar
95.58823529411765,sens,Avatar
98.55072463768117,spec,Avatar
99.23664122137404,ppv,Avatar
91.8918918918919,npv,Avatar
0.9978181958603646,auc,Avatar
0.9658536585365853,acc,Avatar
99.23664122137404,sens,Avatar
91.8918918918919,spec,Avatar
95.58823529411765,ppv,Avatar
98.55072463768117,npv,Avatar
0.9993618682972361,auc,Avatar
0.9804878048780488,acc,Avatar
100.0,sens,Avatar
94.73684210526315,spec,Avatar
96.99248120300751,ppv,Avatar
100.0,npv,Avatar
0.9999039938556068,auc,Avatar
0.975609756097561,acc,Avatar
96.35036496350365,sens,Avatar
100.0,spec,Avatar
100.0,ppv,Avatar
93.15068493150685,npv,Avatar
0.9982286231395728,auc,Avatar
0.9658536585365853,acc,Avatar
95.62043795620438,sens,Avatar
98.52941176470588,spec,Avatar
99.24242424242425,ppv,Avatar
91.78082191780823,npv,Avatar
0.9974680863353679,auc,Avatar
0.9512195121951219,acc,Avatar
95.52238805970148,sens,Avatar
94.36619718309859,spec,Avatar
96.96969696969697,ppv,Avatar
91.78082191780823,npv,Avatar
0.9968327011571713,auc,Avatar
0.975609756097561,acc,Avatar
100.0,sens,Avatar
93.42105263157895,spec,Avatar
96.26865671641791,ppv,Avatar
100.0,npv,Avatar
0.9989946573217671,auc,Avatar
0.9707317073170731,acc,Avatar
96.96969696969697,sens,Avatar
97.26027397260275,spec,Avatar
98.46153846153847,ppv,Avatar
94.66666666666667,npv,Avatar
1.0,auc,Avatar
0.9609756097560975,acc,Avatar
97.01492537313433,sens,Avatar
94.36619718309859,spec,Avatar
97.01492537313433,ppv,Avatar
94.36619718309859,npv,Avatar
0.996668007123571,auc,Avatar
0.975609756097561,acc,Avatar
99.23664122137404,sens,Avatar
94.5945945945946,spec,Avatar
97.01492537313433,ppv,Avatar
98.59154929577466,npv,Avatar
0.9997510580034852,auc,Avatar
0.9658536585365853,acc,Avatar
96.32352941176471,sens,Avatar
97.10144927536231,spec,Avatar
98.49624060150376,ppv,Avatar
93.05555555555556,npv,Avatar
0.9991167434715821,auc,Avatar
0.9707317073170731,acc,Avatar
100.0,sens,Avatar
92.20779220779221,spec,Avatar
95.52238805970148,ppv,Avatar
100.0,npv,Avatar
0.9977978208000612,auc,Avatar
0.975609756097561,acc,Avatar
97.08029197080292,sens,Avatar
98.52941176470588,spec,Avatar
99.25373134328358,ppv,Avatar
94.36619718309859,npv,Avatar
0.9980371881044025,auc,Avatar
0.9658536585365853,acc,Avatar
100.0,sens,Avatar
91.02564102564102,spec,Avatar
94.77611940298507,ppv,Avatar
100.0,npv,Avatar
0.9994159437774075,auc,Avatar
0.9707317073170731,acc,Avatar
98.44961240310077,sens,Avatar
94.73684210526315,spec,Avatar
96.94656488549617,ppv,Avatar
97.2972972972973,npv,Avatar
0.9991504479456287,auc,Avatar
0.9902439024390244,acc,Avatar
99.2248062015504,sens,Avatar
98.68421052631578,spec,Avatar
99.2248062015504,ppv,Avatar
98.68421052631578,npv,Avatar
0.9985727046760913,auc,Avatar
0.975609756097561,acc,Avatar
97.72727272727273,sens,Avatar
97.26027397260275,spec,Avatar
98.47328244274809,ppv,Avatar
95.94594594594594,npv,Avatar
0.9960032437442076,auc,Avatar
0.9707317073170731,acc,Avatar
96.35036496350365,sens,Avatar
98.52941176470588,spec,Avatar
99.24812030075188,ppv,Avatar
93.05555555555556,npv,Avatar
0.9981950844854071,auc,Avatar
0.9707317073170731,acc,Avatar
99.24242424242425,sens,Avatar
93.15068493150685,spec,Avatar
96.32352941176471,ppv,Avatar
98.55072463768117,npv,Avatar
0.9980189344153,auc,Avatar
0.9658536585365853,acc,Avatar
97.72727272727273,sens,Avatar
94.52054794520548,spec,Avatar
96.99248120300751,ppv,Avatar
95.83333333333334,npv,Avatar
0.9993279569892474,auc,Avatar
0.9902439024390244,acc,Avatar
98.49624060150376,sens,Avatar
100.0,spec,Avatar
100.0,ppv,Avatar
97.2972972972973,npv,Avatar
0.9975575378436825,auc,Avatar
0.9804878048780488,acc,Avatar
97.72727272727273,sens,Avatar
98.63013698630137,spec,Avatar
99.23076923076923,ppv,Avatar
96.0,npv,Avatar
0.9979378449027012,auc,Avatar
0.9609756097560975,acc,Avatar
100.0,sens,Avatar
89.74358974358975,spec,Avatar
94.07407407407408,ppv,Avatar
100.0,npv,Avatar
0.9993697478991596,auc,Avatar
0.9804878048780488,acc,Avatar
100.0,sens,Avatar
94.87179487179486,spec,Avatar
96.94656488549617,ppv,Avatar
100.0,npv,Avatar
0.9996331479765215,auc,Avatar
0.9512195121951219,acc,Avatar
98.4126984126984,sens,Avatar
89.87341772151899,spec,Avatar
93.93939393939394,ppv,Avatar
97.26027397260275,npv,Avatar
0.9997882049406012,auc,Avatar
0.9609756097560975,acc,Avatar
98.46153846153847,sens,Avatar
92.0,spec,Avatar
95.52238805970148,ppv,Avatar
97.1830985915493,npv,Avatar
0.9999808506156527,auc,Avatar
0.9609756097560975,acc,Avatar
95.55555555555556,sens,Avatar
97.14285714285714,spec,Avatar
98.47328244274809,ppv,Avatar
91.8918918918919,npv,Avatar
0.9995269539697251,auc,Avatar
0.975609756097561,acc,Avatar
98.48484848484848,sens,Avatar
95.8904109589041,spec,Avatar
97.74436090225564,ppv,Avatar
97.22222222222221,npv,Avatar
0.9991071428571429,auc,Avatar
0.9658536585365853,acc,Avatar
98.47328244274809,sens,Avatar
93.24324324324324,spec,Avatar
96.26865671641791,ppv,Avatar
97.1830985915493,npv,Avatar
0.9997127592347906,auc,Avatar
0.9902439024390244,acc,Avatar
100.0,sens,Avatar
97.33333333333334,spec,Avatar
98.48484848484848,ppv,Avatar
100.0,npv,Avatar
0.9979109305504746,auc,Avatar
0.9707317073170731,acc,Avatar
